NR_PEDIDO_PARTICIPA;DT_PESQUISA_SATISFACAO;DS_QUESTAO;DS_ALTERNATIVA
LAI-014599/2024;26/08/2024 18:15;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015014/2024;22/05/2025 12:55;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015063/2024;26/08/2024 23:27;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015264/2024;26/08/2024 20:10;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015285/2024;16/08/2024 20:03;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015298/2024;22/09/2024 15:14;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015338/2024;24/04/2025 20:37;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015819/2024;29/08/2024 17:13;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-015973/2024;05/09/2024 03:55;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016030/2024;15/10/2024 08:18;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016052/2024;27/08/2024 16:34;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016561/2024;15/10/2024 08:37;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016579/2024;18/09/2024 15:41;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016682/2024;08/10/2024 14:41;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016712/2024;05/09/2024 11:33;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-016959/2024;22/05/2025 12:56;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-018187/2024;04/10/2024 18:49;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-018524/2024;23/01/2025 10:23;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-019198/2024;05/11/2024 09:05;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-019926/2024;06/11/2024 18:20;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-020194/2024;04/11/2024 20:26;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-020491/2024;07/11/2024 13:30;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-021053/2024;18/12/2024 09:24;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-021196/2024;16/12/2024 01:49;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-021320/2024;26/02/2025 18:23;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-021964/2024;15/12/2024 08:55;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-000536/2025;13/01/2025 19:55;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-006587/2025;13/05/2025 18:06;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-006591/2025;15/04/2025 17:21;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-007223/2025;26/04/2025 12:33;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-008061/2025;16/04/2026 11:14;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-008535/2025;20/05/2025 10:08;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-009453/2025;04/06/2025 19:48;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-009455/2025;04/06/2025 19:49;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-009596/2025;29/05/2025 13:57;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-010511/2025;27/06/2025 19:02;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-011376/2025;10/07/2025 10:21;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-011728/2025;28/07/2025 12:13;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-011909/2025;04/07/2025 23:18;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-012884/2025;08/08/2025 20:24;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-018659/2025;20/10/2025 10:23;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-019851/2025;28/09/2025 14:16;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-020837/2025;13/01/2026 00:38;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-021151/2025;16/10/2025 01:11;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-022893/2025;08/11/2025 16:33;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-023114/2025;31/12/2025 11:50;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-023407/2025;09/12/2025 15:29;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-023498/2025;29/12/2025 18:22;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-024486/2025;24/11/2025 12:28;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-024795/2025;28/11/2025 17:08;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-025880/2025;31/12/2025 10:07;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-002344/2026;21/02/2026 21:10;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-002694/2026;23/02/2026 22:13;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-002752/2026;23/02/2026 22:11;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-003237/2026;11/02/2026 17:28;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-004254/2026;09/04/2026 15:44;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-004353/2026;21/02/2026 22:20;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-005297/2026;30/03/2026 15:43;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-006179/2026;18/03/2026 19:38;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-006401/2026;26/03/2026 00:46;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-006494/2026;17/03/2026 20:06;A justificativa para o não fornecimento da informação foi satisfatória?;Muito insatisfatória
LAI-002572/2022;09/01/2023 18:21;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-005494/2023;11/04/2023 11:00;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-005477/2023;11/04/2023 18:10;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006106/2023;17/04/2023 18:03;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003781/2023;24/04/2023 15:45;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-009656/2023;26/06/2023 17:52;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010089/2023;25/07/2023 20:04;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-009909/2023;26/07/2023 00:42;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010083/2023;26/07/2023 01:22;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-008377/2023;26/07/2023 01:26;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010109/2023;26/07/2023 01:37;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010094/2023;26/07/2023 01:46;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010097/2023;26/07/2023 03:36;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010101/2023;26/07/2023 16:48;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-008614/2023;05/09/2023 19:41;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-005225/2023;02/02/2026 13:25;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006854/2023;05/02/2026 20:53;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-014030/2023;29/08/2023 16:27;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-014857/2023;25/09/2023 11:29;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-015147/2023;25/09/2023 15:50;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-016009/2023;10/10/2023 13:31;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-016115/2023;06/10/2023 15:06;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-016247/2023;11/10/2023 13:31;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-017872/2023;18/12/2023 21:58;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-018001/2023;09/11/2023 15:33;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-018320/2023;05/12/2023 00:54;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-018919/2023;24/11/2023 15:58;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002068/2024;03/04/2024 17:59;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002109/2024;19/02/2024 13:39;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003401/2024;06/05/2024 17:23;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003509/2024;19/04/2024 10:56;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-004335/2024;30/05/2024 20:32;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006281/2024;25/04/2024 15:36;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006688/2024;22/04/2024 20:58;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-007129/2024;23/04/2024 10:28;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010665/2024;13/06/2024 14:10;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010835/2024;19/06/2024 13:45;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-012055/2024;05/07/2024 10:35;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-013588/2024;23/07/2024 15:05;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-013765/2024;06/08/2024 22:43;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-015389/2024;20/08/2024 11:18;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-016855/2024;03/10/2024 00:59;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-019133/2024;03/11/2024 00:31;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-020658/2024;14/01/2025 19:35;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-000498/2025;25/01/2025 06:11;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-001224/2025;27/02/2025 20:04;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-001258/2025;27/02/2025 20:49;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-001719/2025;27/02/2025 19:01;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003654/2025;06/03/2025 16:50;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003915/2025;14/03/2025 03:49;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003917/2025;19/03/2025 14:52;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-007507/2025;04/05/2025 19:56;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-008820/2025;10/06/2025 13:13;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-009387/2025;10/07/2025 18:27;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010007/2025;02/06/2025 19:31;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-010168/2025;08/07/2025 20:00;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-012426/2025;12/08/2025 09:04;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-012536/2025;11/08/2025 03:26;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-013220/2025;16/07/2025 20:11;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-019633/2025;06/01/2026 14:39;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-020438/2025;16/03/2026 03:28;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-023433/2025;08/12/2025 10:03;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-023963/2025;01/12/2025 01:11;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-024088/2025;17/11/2025 14:22;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-025006/2025;01/01/2026 19:46;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-025524/2025;06/02/2026 22:58;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-000188/2026;27/01/2026 22:03;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-000221/2026;02/02/2026 14:37;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-000347/2026;02/02/2026 14:35;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002343/2026;02/02/2026 20:28;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002355/2026;04/02/2026 18:20;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002648/2026;16/03/2026 01:58;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002695/2026;05/02/2026 18:39;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002754/2026;23/02/2026 22:01;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-002813/2026;26/02/2026 03:16;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003221/2026;23/02/2026 21:52;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003263/2026;11/02/2026 17:09;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003386/2026;09/02/2026 20:37;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-003828/2026;02/03/2026 23:51;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-004410/2026;16/03/2026 19:07;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-005534/2026;09/03/2026 07:34;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006180/2026;18/03/2026 21:06;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-006217/2026;30/03/2026 12:49;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-008437/2026;24/04/2026 19:22;A justificativa para o não fornecimento da informação foi satisfatória?;Insatisfatória
LAI-000161/2023;05/01/2023 20:01;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-000565/2023;09/02/2023 08:57;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-001980/2023;13/02/2023 15:14;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-002240/2023;24/02/2023 10:35;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-002381/2023;28/02/2023 19:10;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-002706/2023;02/03/2023 08:34;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003760/2023;14/03/2023 20:41;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-001919/2023;16/03/2023 10:01;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-002746/2023;03/04/2023 08:45;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-005322/2023;04/04/2023 12:32;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-005400/2023;19/04/2023 06:15;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-005224/2023;22/04/2023 00:05;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-006765/2023;02/05/2023 20:24;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-007566/2023;22/05/2023 15:13;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-008406/2023;07/06/2023 10:42;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-008840/2023;28/06/2023 14:42;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-009421/2023;29/06/2023 04:38;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-009422/2023;29/06/2023 04:38;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-010859/2023;18/07/2023 16:43;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-012095/2023;20/07/2023 19:14;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-011213/2023;02/08/2023 11:57;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-015008/2023;03/08/2025 23:18;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-015913/2023;04/10/2023 09:06;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016025/2023;07/10/2023 23:07;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016396/2023;11/10/2023 16:07;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-016717/2023;18/10/2023 20:27;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016720/2023;18/10/2023 20:26;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016721/2023;18/10/2023 20:25;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-017589/2023;31/10/2023 13:22;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-000047/2024;15/01/2024 14:02;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003145/2024;04/03/2024 12:03;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003292/2024;26/02/2024 10:09;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-003602/2024;27/02/2024 09:39;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-004314/2024;21/03/2024 16:39;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-004553/2024;15/03/2024 11:10;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-004640/2024;28/03/2024 17:29;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-004862/2024;01/04/2024 16:46;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-006087/2024;01/04/2024 16:19;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-006591/2024;18/04/2024 08:10;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-007248/2024;26/04/2024 15:05;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-008639/2024;14/05/2024 11:41;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-009061/2024;27/05/2024 21:04;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-010060/2024;10/06/2024 17:02;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-010676/2024;11/06/2024 14:39;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-010708/2024;17/06/2024 19:46;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011091/2024;21/06/2024 17:46;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011231/2024;25/06/2024 09:47;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011451/2024;04/07/2024 16:32;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011540/2024;24/06/2024 15:16;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-011544/2024;24/06/2024 15:13;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-013076/2024;15/07/2024 14:28;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-013175/2024;01/08/2024 20:47;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-013320/2024;26/07/2024 21:22;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-014678/2024;12/08/2024 08:37;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-015116/2024;02/09/2024 18:09;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016076/2024;03/09/2024 17:04;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016077/2024;03/09/2024 17:06;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016321/2024;15/10/2024 08:27;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-017826/2024;05/10/2024 10:44;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-018136/2024;30/09/2024 15:58;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-018695/2024;10/10/2024 10:01;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-020871/2024;14/11/2024 11:49;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-021796/2024;03/12/2024 17:43;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-022317/2024;19/12/2024 08:50;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-022930/2024;07/01/2025 09:10;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-004841/2025;18/08/2025 17:17;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-008115/2025;05/05/2025 18:00;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-008783/2025;13/05/2025 17:03;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-010359/2025;25/06/2025 08:55;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-011013/2025;24/06/2025 11:00;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011170/2025;17/06/2025 14:14;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011172/2025;17/06/2025 14:14;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-011731/2025;08/07/2025 13:46;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-012957/2025;14/07/2025 09:04;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-013854/2025;21/08/2025 15:22;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-015084/2025;21/08/2025 19:29;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-015862/2025;15/08/2025 17:14;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-016510/2025;18/08/2025 18:15;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-017485/2025;06/09/2025 00:13;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-018344/2025;08/09/2025 17:45;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-018869/2025;27/09/2025 01:23;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-025602/2025;13/01/2026 11:21;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-025751/2025;09/12/2025 14:49;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-026117/2025;15/12/2025 12:51;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-000799/2026;09/01/2026 12:00;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-002685/2026;02/02/2026 17:01;A justificativa para o não fornecimento da informação foi satisfatória?;Regular
LAI-002687/2026;02/02/2026 16:58;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003381/2026;27/04/2026 01:43;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003732/2026;12/02/2026 13:04;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-003825/2026;12/02/2026 13:02;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-006513/2026;28/04/2026 20:36;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-006607/2026;19/03/2026 09:40;A justificativa para o não fornecimento da informação foi satisfatória?;Satisfatória
LAI-008978/2026;15/04/2026 09:24;A justificativa para o não fornecimento da informação foi satisfatória?;Muito satisfatória
LAI-000161/2023;05/01/2023 20:01;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-002572/2022;09/01/2023 18:21;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-000913/2023;08/02/2023 06:09;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-000565/2023;09/02/2023 08:57;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-001980/2023;13/02/2023 15:14;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-000298/2023;14/02/2023 10:28;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-001717/2023;17/02/2023 11:26;A justificativa foi de fácil compreensão?;Regular
LAI-001459/2023;21/02/2023 08:32;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-002240/2023;24/02/2023 10:35;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-002381/2023;28/02/2023 19:10;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-002706/2023;02/03/2023 08:34;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-002292/2023;14/03/2023 16:14;A justificativa foi de fácil compreensão?;Regular
LAI-003760/2023;14/03/2023 20:41;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-001919/2023;16/03/2023 10:01;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-002746/2023;03/04/2023 08:45;A justificativa foi de fácil compreensão?;Regular
LAI-005322/2023;04/04/2023 12:32;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-003318/2023;10/04/2023 20:20;A justificativa foi de fácil compreensão?;Regular
LAI-005494/2023;11/04/2023 11:00;A justificativa foi de fácil compreensão?;Regular
LAI-005477/2023;11/04/2023 18:10;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-006106/2023;17/04/2023 18:03;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-005400/2023;19/04/2023 06:15;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-005224/2023;22/04/2023 00:05;A justificativa foi de fácil compreensão?;Regular
